Country	APR	Corruption	Homicide	Theft	Alcohol	Income	Unemployment	Tourism	Investment	Education	Traffic	Distance	Prostitution	HighIncome	LowIncome	LowerMiddleIncome	UpperMiddleIncome	Africa	Americas	Asia	Europe	MiddleEast
"Afghanistan"	122.46224367156672	1.5045581261316936	4.683333333333334	2.083333333333333	38.3	90.0	7.5	500.0	3.75	3.335833333333334	19.8	11931.99	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
"Albania"	403.72590502557495	0.6769467120369276	5.058333333333333	0.2916666666666667	27.5	726.8012160079055	13.499999920527143	1726583.3333333333	0.9166666666666666	9.78416666666667	12.7	9146.36	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
"Argentina"	237.4875785748761	0.45456651349862415	6.008333333333333	0.9416666666666665	33.1	1838.0824652021556	10.150000095367425	4409833.333333333	12311.666666666666	9.260833333333336	12.6	9017.25	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
"Armenia"	171.74389241232726	0.5938233062624931	2.3583333333333334	0.2833333333333334	17.9	859.1850066949427	23.399999777475998	515750.0	1.6666666666666667	10.561666666666667	18.1	10546.2	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0
"Australia"	82.21454189436581	-1.9861069023609161	1.2999999999999996	0.0	31.3	5680.224417358372	5.241666634877522	5580833.333333333	89044.66666666667	11.355833333333331	6.1	15183.75	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
"Austria"	27.323912087182205	-1.8336962362130482	0.6833333333333332	0.0	29.6	3965.2460316382408	4.483333369096119	2.1317E7	11873.166666666666	9.31333333333333	6.6	8343.54	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
"Bahamas"	645.0808150927052	-1.374364842971166	22.408333333333335	0.5999999999999999	27.4	2093.4696352162714	11.224999984105418	1478916.6666666667	20216.083333333332	10.900000000000004	13.7	2193.17	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
"Bangladesh"	204.59587144781847	1.1459625114997227	2.6833333333333336	0.19999999999999998	17.6	182.9269423256269	4.350000063578286	280500.0	294.5833333333333	5.273333333333333	11.6	13226.7	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
"Barbados"	118.71062715004771	-1.406059443950653	9.5	0.0	22.3	1434.6813661418394	10.016666769981383	541166.6666666666	6020.583333333333	9.244166666666668	7.3	4461.86	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
"Belarus"	75.13971020639056	0.6968786319096884	6.783333333333331	0.38333333333333336	48.0	2940.4142603346213	6.15833334128062	95416.66666666667	9.166666666666666	9.958333333333332	14.4	8565.42	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
"Belgium"	62.34889463167007	-1.4215376873811085	2.0416666666666665	0.0	27.7	5422.711735678441	7.866666555404663	7070500.0	47263.833333333336	10.548333333333334	8.1	7553.53	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
"Belize"	538.3383847160168	0.19715793849900365	35.391666666666666	0.09999999999999999	62.1	618.9004406029744	10.899999936421716	244750.0	47.333333333333336	10.766666666666666	16.4	2323.02	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
"Bolivia"	366.7661285762592	0.618493432799975	9.116666666666667	0.8416666666666668	24.4	603.9408620977409	4.050000051657359	689416.6666666666	410.9166666666667	8.360000000000001	19.2	6822.81	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0
"Bosnia and Herzegovina"	96.63622148161299	0.30953362459937733	1.4750000000000003	0.37499999999999994	26.2	1534.3026327127625	27.05833339691162	300750.0	4.083333333333333	8.566666666666666	15.6	8788.21	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
"Brazil"	1992.7481085246545	0.0361553507342857	23.65833333333333	2.5	33.1	1245.816695082751	7.958333333333333	5013083.333333333	49787.416666666664	7.297499999999999	22.5	7316.57	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
"Bulgaria"	163.41341184781035	0.16303501930087805	2.408333333333333	0.44999999999999996	36.8	2586.5392693390077	10.733333349227903	5370500.0	301.1666666666667	10.420833333333333	10.4	9332.2	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
"Cambodia"	137.07764687521845	1.1085710873206456	6.5	0.45	31.0	312.00098079263995	0.8749999900658922	2102250.0	16.75	4.156666666666666	17.2	14083.51	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
"Cameroon"	270.86198549466803	1.0453576296567917	7.599999999999999	1.5583333333333333	42.0	346.31042182954974	4.341666658719378	540083.3333333334	123.58333333333333	5.819166666666665	20.1	11082.39	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0
"Canada"	196.52801406164613	-1.9811611274878185	1.6333333333333335	0.0	28.9	7841.813008962729	7.133333285649617	1.7486416666666668E7	260407.33333333334	11.856666666666664	6.8	2261.43	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
"Cape Verde"	258.68330703045507	-0.6235144883394241	8.466666666666667	1.7000000000000002	38.6	206.4466593238976	7.099999904632569	291166.6666666667	0.0	3.5	22.4	7336.56	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0
"Chile"	216.04840823389242	-1.4317155579725902	3.4000000000000004	0.6916666666666668	31.1	1770.7591965296112	7.84166665871938	2544250.0	21293.916666666668	9.556666666666667	12.3	8466.44	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
"China"	158.28896965033704	0.5356461803118387	1.3499999999999999	0.0	32.7	1623.051605281568	4.275000035762786	4.9644916666666664E7	37485.416666666664	7.273333333333334	20.5	11646.7	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
"Colombia"	358.0759966903139	0.25190887103478116	39.4	0.5166666666666666	27.8	642.0243420112439	12.183333476384476	1652166.6666666667	5084.666666666667	7.650000000000001	15.6	4222.11	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
"Costa Rica"	732.6087306900587	-0.5205878044168154	8.766666666666667	0.39999999999999997	22.7	935.0091780552658	6.6333333651224775	1860833.3333333333	1850.25	7.964999999999999	12.7	3268.87	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
"Croatia"	49.175919473038434	-0.06797411758452654	1.4166666666666667	0.2333333333333333	33.3	1993.5129770129197	12.683333476384488	8677666.666666666	64.58333333333333	10.6025	10.4	8553.46	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
"Cuba"	401.43011310125365	-0.30562657428284484	4.200000000000001	0.0	18.5	989.3996318923317	2.375	2310250.0	-4.916666666666667	9.576666666666666	7.8	2444.81	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
"Denmark"	35.62912594524473	-2.4500133792559304	0.8583333333333335	0.0	35.2	3427.188371722665	5.583333353201547	7463333.333333333	9940.75	11.084166666666667	4.7	7487.55	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
"Dominican Republic"	511.77226490740105	0.6648160517215729	22.674999999999997	0.7000000000000001	27.1	745.352907661381	15.591666539510092	3913750.0	1086.5	7.444999999999998	41.7	3216.18	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
"Ecuador"	669.3745497285278	0.7903057783842087	15.733333333333334	0.9583333333333334	32.6	797.8356336305729	6.024999936421712	978083.3333333334	942.3333333333334	7.379166666666664	27.0	4690.5	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
"Egypt"	277.1947783090468	0.5560214817523956	1.6166666666666665	3.0	11.8	896.9980253691871	10.541666507720931	9816333.333333334	9238.25	6.665833333333334	13.2	10975.88	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
"El Salvador"	2583.4946240523645	0.3403659462928772	53.491666666666674	2.141666666666667	15.8	717.7008896230186	6.600000023841858	1133750.0	1811.6666666666667	7.295833333333333	21.9	2677.11	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0
"Eritrea"	367.9650461671241	0.3628510081519683	7.099999999999999	0.0	5.2	143.21646635611245	7.383333325386047	88666.66666666667	-3.8333333333333335	3.399999999999999	48.4	12567.29	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
"Ethiopia"	132.1198931426396	0.6658344914515814	12.0	0.9500000000000002	57.1	381.308945059995	5.683333396911621	375083.3333333333	13.166666666666666	1.8583333333333334	17.6	13142.94	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
"Fiji"	173.55924295901525	0.402597569860518	4.0	0.7999999999999999	15.8	676.4984663285949	7.483333309491475	559083.3333333334	17.583333333333332	9.668333333333337	6.3	10859.59	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
"France"	75.61263367251958	-1.3874472578366597	1.3416666666666668	0.0	27.9	4078.3415331021247	8.958333293596906	7.857658333333333E7	70786.5	10.214166666666669	6.4	7665.22	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
"Germany"	26.95205868401143	-1.8020642896493275	0.9083333333333335	0.5	31.7	3995.4324232352647	8.091666817665104	2.4433916666666668E7	98285.83333333333	11.492500000000001	4.7	7861.09	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
"Ghana"	247.63737359252193	0.09617977294450004	6.1000000000000005	0.9916666666666666	43.9	410.4724270913607	5.099999904632568	758666.6666666666	1393.4166666666667	6.889166666666667	22.2	9887.4	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0
"Greece"	27.9510138386395	-0.1431431429615865	1.3083333333333331	0.0	33.1	2576.27612968553	13.033333381017057	1.50705E7	1597.5833333333333	9.780833333333332	12.2	9408.42	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
"Grenada"	125.51944824424822	-0.4991227239370346	10.275	1.5	56.0	751.5239222210183	8.308333333333332	121500.0	5.166666666666667	8.508333333333331	11.45	4373.32	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
"Guatemala"	4097.042132513208	0.5833221301436424	40.483333333333334	1.4083333333333334	19.5	642.7889194251017	2.9333332975705457	1551083.3333333333	757.9166666666666	4.2025	6.7	2429.9	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0
"Guyana"	123.82400872675471	0.5628449395298958	18.39166666666667	1.0	29.9	642.266922812136	11.599999984105432	137083.33333333334	105.0	8.508333333333331	27.8	5176.26	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0
"Haiti"	253.045070177167	1.3604635695616405	6.516666666666667	0.0	25.1	299.931308556338	7.358333349227905	230250.0	56.583333333333336	4.79	7.5	3040.92	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
"Honduras"	7582.335410451209	0.8379306445519129	66.44999999999999	2.1999999999999997	18.2	594.1417261718871	4.124999980131785	772583.3333333334	726.5833333333334	5.988333333333333	18.8	2607.41	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0
"Hungary"	101.99579805619653	-0.4521440217892329	1.6083333333333334	0.075	36.4	2548.6377440350384	8.408333261807757	9841731.481481481	4164.416666666667	11.608333333333329	9.1	8651.64	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
"India"	83.03016294119023	0.4596134200692177	3.6500000000000004	0.09999999999999999	62.7	538.5120062702617	3.891666710376739	4831333.333333333	15865.416666666666	5.683333333333334	18.9	13576.02	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0
"Indonesia"	666.4159503232272	0.7765619605779648	0.6166666666666666	0.39999999999999997	15.9	812.0856740713006	8.458333333333334	6157750.0	8989.0	6.495	17.7	14961.09	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0
"Iran"	71.11755927211044	0.6081105122963587	4.1000000000000005	0.0	52.1	2578.7996626906024	12.100000143051142	2518583.3333333335	-0.16666666666666666	8.145833333333334	34.1	11241.04	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
"Iraq"	155.31984497514438	1.3859316805998485	8.0	0.7999999999999999	20.1	1079.5018616121235	18.466666698455807	304041.6666666667	298.0	6.490833333333334	31.5	11135.32	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
"Ireland"	50.42797664163159	-1.58130877216657	1.2166666666666666	0.29999999999999993	31.7	3282.621355387983	8.400000015894566	7404833.333333333	126336.0	11.483333333333333	4.7	6632.8	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
"Israel"	212.6609934231234	-0.87999460597833	2.3083333333333336	0.09999999999999999	10.8	2937.2401765664686	7.924999952316287	2131666.6666666665	8541.166666666666	11.720833333333331	4.7	10859.52	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
"Italy"	34.407353926654224	-0.24972482095472515	1.0250000000000001	0.0	20.7	2943.739283310561	8.399999856948845	4.2198166666666664E7	26272.083333333332	9.217499999999998	7.2	8618.64	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
"Jamaica"	318.5204109952005	0.4441795473297437	49.65	0.39999999999999997	23.1	1345.2324806808695	11.924999872843424	1697333.3333333333	1364.25	9.6	11.6	2772.26	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
"Japan"	17.79778008403976	-1.3403890281915665	0.4583333333333333	0.0	22.4	3862.3259126648286	4.541666666666667	7318666.666666667	94482.25	11.309999999999997	5.2	10149.95	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
"Jordan"	657.4292752016688	-0.20219340610007444	1.683333333333333	0.19166666666666665	32.4	1159.779860441094	13.48333326975505	3453666.6666666665	99.75	9.065833333333336	22.9	10980.52	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
"Kazakhstan"	273.2932475092568	0.9561236997445425	10.75	0.5750000000000001	53.8	4014.296234123742	7.050000071525573	3547833.3333333335	7040.75	11.245	21.9	10395.49	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
"Kenya"	377.94859811794555	0.9604570468266805	4.6	3.141666666666666	41.2	461.4893999368424	9.433333317438763	1327166.6666666667	221.58333333333334	6.073333333333333	20.9	13721.25	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
"Kuwait"	161.9712674444884	-0.5002256048222383	0.39999999999999997	0.0	2.9	10483.032898890679	2.0166666507720943	210500.0	275.3333333333333	6.165000000000002	16.5	11693.76	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
"Laos"	229.44907933289002	1.181163822611173	5.8999999999999995	0.375	33.1	110.0	1.5749999781449615	1174833.3333333333	-1.25	4.660833333333333	20.4	13400.67	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0
"Latvia"	111.79530397429372	-0.17042901491125426	5.625	0.35833333333333334	39.5	2033.08236022697	11.733333468437193	1323916.6666666667	27.333333333333332	10.160000000000002	10.8	8165.35	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
"Lebanon"	209.179597479278	0.7582280486822128	2.9083333333333337	0.05000000000000001	51.5	1360.6299304463253	7.391666531562805	1326083.3333333333	167.08333333333334	7.900000000000001	22.3	10668.46	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
"Liberia"	283.6162759021489	0.7639536410570145	3.583333333333334	2.8000000000000003	33.9	64.0	4.324999968210859	500.0	530.9166666666666	3.8766666666666683	19.0	9247.79	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
"Lithuania"	218.7148391432713	-0.19252044272919497	8.641666666666667	0.6666666666666666	51.0	2662.7345813392144	11.083333293596903	1712000.0	26.083333333333332	10.335833333333333	11.1	8265.17	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
"Macedonia"	203.9714871883572	0.29413579031825066	2.041666666666666	0.5416666666666666	24.9	1417.9365073162292	33.61666679382325	242000.0	3.8333333333333335	7.324999999999998	7.9	9217.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
